Total trades,Total Winning Trades,Total Losing Trades,Starting Balance,Finishing Balance,Win Rate,Ratio Avg Win/Loss,Longs Count,Longs %,Shorts %,Shorts Count,Fee,Net Profit,Net Profit %,Average Win,Average Loss,Expectancy,Expectancy %,Expected Net Profit Every 100 Trades,Avg Holding Time,Avg Winning Holding Time,Avg Losing Holding Time,Gross Profit,Gross Loss,Max Drawdown,Annual Return,Sharpe Ratio,Calmar Ratio,Sortino Ratio,Omega Ratio,Serenity Index,Total Open Trades,Open PL,Winning Streak,Losing Streak,Largest Losing Trade,Largest Winning Trade,Current Streak,Hyperparameters
14,7,7,10000.0,11199.82,0.5,1.34,14,100.0,0.0,0,233.46,1199.82,12.0,682.15,510.75,85.7,0.86,85.7,143h 6m 4.29s,178h 54m 42.86s,107h 17m 25.71s,4775.04,-3575.22,-15.66,31.51,0.89,2.01,1.62,1.2,inf,1,0.0,2,3,-626.7,1460.36,-1,"""xparam: 79, take_profit: 1.14, stop_loss: 0.95, rsi: 8"""
12,6,6,10000.0,10316.48,0.5,1.1,12,100.0,0.0,0,181.67,316.48,3.16,583.4,530.65,26.37,0.26,26.37,146h 27m 15.00s,187h 23m 50.00s,105h 30m 40.00s,3500.4,-3183.91,-15.73,7.82,0.38,0.5,0.67,1.09,inf,1,76.94,2,3,-560.81,1309.19,2,"""xparam: 79, take_profit: 1.14, stop_loss: 0.95, rsi: 10"""
20,12,8,10000.0,12903.19,0.6,1.19,20,100.0,0.0,0,366.93,2903.19,29.03,551.21,463.92,145.16,1.45,145.16,95h 43m 15.00s,110h 21m 25.00s,73h 46m 0.00s,6614.57,-3711.38,-12.98,85.17,1.82,6.56,3.47,1.46,inf,1,0.0,4,3,-570.45,1578.75,-1,"""xparam: 79, take_profit: 1.14, stop_loss: 0.96, rsi: 6"""
12,6,6,10000.0,10284.72,0.5,1.09,12,100.0,0.0,0,181.77,284.72,2.85,578.73,531.27,23.73,0.24,23.73,162h 17m 45.00s,189h 23m 50.00s,135h 11m 40.00s,3472.35,-3187.63,-15.73,7.02,0.36,0.45,0.63,1.08,inf,1,76.53,2,3,-560.81,1309.19,2,"""xparam: 79, take_profit: 1.14, stop_loss: 0.95, rsi: 9"""
13,6,7,10000.0,10495.47,0.46,1.35,13,100.0,0.0,0,203.11,495.47,4.95,595.14,439.34,38.11,0.38,38.11,148h 11m 50.77s,189h 23m 50.00s,112h 53m 0.00s,3570.83,-3075.36,-14.42,12.4,0.49,0.86,0.88,1.11,inf,1,78.15,2,3,-471.67,1321.28,2,"""xparam: 79, take_profit: 1.14, stop_loss: 0.96, rsi: 9"""
26,15,11,10000.0,10637.38,0.58,0.85,26,100.0,0.0,0,416.67,637.38,6.37,312.16,367.73,24.51,0.25,24.51,76h 59m 39.23s,84h 0m 0.00s,67h 26m 27.27s,4682.45,-4045.07,-18.26,16.11,0.62,0.88,0.96,1.12,inf,1,0.0,6,3,-497.56,958.02,-1,"""xparam: 79, take_profit: 1.14, stop_loss: 0.96, rsi: 5"""
13,6,7,10000.0,10528.04,0.46,1.37,13,100.0,0.0,0,202.77,528.04,5.28,599.33,438.28,40.62,0.41,40.62,134h 20m 41.54s,187h 23m 50.00s,88h 52m 17.14s,3596.0,-3067.96,-15.01,13.24,0.52,0.88,0.93,1.12,inf,1,78.36,2,3,-471.67,1321.28,2,"""xparam: 79, take_profit: 1.14, stop_loss: 0.96, rsi: 10"""
15,7,8,10000.0,11429.81,0.47,1.62,15,100.0,0.0,0,257.28,1429.81,14.3,697.15,431.28,95.32,0.95,95.32,132h 42m 20.00s,178h 54m 42.86s,92h 16m 30.00s,4880.08,-3450.27,-14.42,38.13,1.03,2.64,1.91,1.24,inf,1,0.0,2,3,-526.0,1475.48,-1,"""xparam: 79, take_profit: 1.14, stop_loss: 0.96, rsi: 8"""
30,15,15,10000.0,10442.93,0.5,1.1,30,100.0,0.0,0,468.83,442.93,4.43,321.01,291.48,14.76,0.15,14.76,63h 27m 12.00s,82h 24m 0.00s,44h 30m 24.00s,4815.19,-4372.26,-20.6,11.04,0.49,0.54,0.77,1.09,inf,1,0.0,5,5,-369.55,958.02,-1,"""xparam: 79, take_profit: 1.14, stop_loss: 0.97, rsi: 5"""
16,8,8,10000.0,11568.61,0.5,1.45,16,100.0,0.0,0,276.54,1568.61,15.69,628.9,432.83,98.04,0.98,98.04,118h 54m 41.25s,145h 32m 52.50s,92h 16m 30.00s,5031.23,-3462.61,-14.42,42.22,1.11,2.93,2.08,1.26,inf,1,0.0,3,3,-532.17,1472.46,-1,"""xparam: 79, take_profit: 1.14, stop_loss: 0.96, rsi: 7"""
23,12,11,10000.0,12914.55,0.52,1.62,23,100.0,0.0,0,411.09,2914.55,29.15,561.3,347.37,126.72,1.27,126.72,79h 30m 26.09s,108h 21m 25.00s,48h 2m 5.45s,6735.63,-3821.08,-11.74,85.57,1.84,7.29,3.58,1.47,inf,1,0.0,3,4,-419.88,1509.59,-1,"""xparam: 79, take_profit: 1.14, stop_loss: 0.97, rsi: 6"""
19,8,11,10000.0,11825.75,0.42,2.04,19,100.0,0.0,0,333.01,1825.75,18.26,701.35,344.09,96.09,0.96,96.09,91h 10m 31.58s,93h 32m 52.50s,89h 27m 0.00s,5610.79,-3785.04,-12.44,49.98,1.27,4.02,2.53,1.32,inf,1,0.0,2,4,-405.82,1487.58,-1,"""xparam: 79, take_profit: 1.14, stop_loss: 0.97, rsi: 7"""
17,7,10,10000.0,11923.65,0.41,2.23,17,100.0,0.0,0,297.8,1923.65,19.24,762.22,341.19,113.16,1.13,113.16,112h 11m 42.35s,134h 54m 42.86s,96h 17m 36.00s,5335.51,-3411.86,-12.45,53.0,1.31,4.26,2.6,1.32,inf,1,0.0,2,4,-409.57,1490.6,-1,"""xparam: 79, take_profit: 1.14, stop_loss: 0.97, rsi: 8"""
16,6,10,10000.0,10605.41,0.38,1.97,16,100.0,0.0,0,253.69,605.41,6.05,661.91,336.61,37.84,0.38,37.84,113h 59m 15.00s,138h 3m 50.00s,99h 32m 30.00s,3971.48,-3366.07,-15.19,15.27,0.56,1.01,1.04,1.12,inf,1,78.97,2,4,-366.45,1336.4,2,"""xparam: 79, take_profit: 1.14, stop_loss: 0.97, rsi: 9"""
24,7,17,10000.0,11465.48,0.29,3.33,24,100.0,0.0,0,407.16,1465.48,14.65,776.21,233.41,61.06,0.61,61.06,66h 1m 37.50s,69h 44m 34.29s,64h 29m 49.41s,5433.49,-3968.01,-11.45,39.18,1.1,3.42,2.1,1.27,inf,1,0.0,2,5,-265.48,1438.35,-1,"""xparam: 79, take_profit: 1.14, stop_loss: 0.98, rsi: 7"""
35,16,19,10000.0,10882.34,0.46,1.44,35,100.0,0.0,0,561.73,882.34,8.82,318.63,221.88,25.21,0.25,25.21,51h 13m 54.86s,66h 30m 0.00s,38h 22m 28.42s,5098.0,-4215.66,-17.47,22.68,0.81,1.3,1.29,1.16,inf,1,0.0,5,7,-254.76,958.98,-1,"""xparam: 79, take_profit: 1.14, stop_loss: 0.98, rsi: 5"""
17,5,12,10000.0,9900.98,0.29,2.34,17,100.0,0.0,0,255.59,-99.02,-0.99,750.37,320.91,-5.82,-0.06,-5.82,93h 0m 10.59s,143h 16m 36.00s,72h 3m 20.00s,3751.84,-3850.86,-18.5,-2.38,0.11,-0.13,0.19,1.02,inf,1,73.69,2,6,-352.4,1294.07,2,"""xparam: 79, take_profit: 1.14, stop_loss: 0.97, rsi: 10"""
28,12,16,10000.0,13033.88,0.43,2.35,28,100.0,0.0,0,507.9,3033.88,30.34,584.31,248.62,108.35,1.08,108.35,60h 12m 0.00s,79h 1m 25.00s,46h 4m 56.25s,7011.77,-3977.9,-11.95,89.74,1.94,7.51,3.91,1.51,inf,1,0.0,3,6,-284.03,1557.7,-1,"""xparam: 79, take_profit: 1.14, stop_loss: 0.98, rsi: 6"""
21,6,15,10000.0,11690.0,0.29,3.71,21,100.0,0.0,0,357.48,1690.0,16.9,863.51,232.74,80.48,0.8,80.48,84h 5m 25.71s,114h 2m 0.00s,72h 6m 48.00s,5181.05,-3491.05,-11.46,45.86,1.22,4.0,2.35,1.3,inf,1,0.0,2,5,-271.23,1444.33,-1,"""xparam: 79, take_profit: 1.14, stop_loss: 0.98, rsi: 8"""
21,5,16,10000.0,10314.15,0.24,3.49,21,100.0,0.0,0,316.7,314.15,3.14,760.31,217.96,14.96,0.15,14.96,70h 9m 37.14s,110h 26m 24.00s,57h 34m 22.50s,3801.53,-3487.37,-13.35,7.76,0.38,0.58,0.71,1.09,inf,1,76.73,2,6,-236.05,1291.82,2,"""xparam: 79, take_profit: 1.14, stop_loss: 0.98, rsi: 10"""
21,5,16,10000.0,10279.88,0.24,3.46,21,100.0,0.0,0,317.54,279.88,2.8,755.6,218.63,13.33,0.13,13.33,79h 33m 20.00s,113h 38m 24.00s,68h 54m 15.00s,3777.99,-3498.11,-13.35,6.9,0.36,0.52,0.65,1.08,inf,1,76.53,2,6,-237.33,1291.82,2,"""xparam: 79, take_profit: 1.14, stop_loss: 0.98, rsi: 9"""
25,15,10,10000.0,10313.51,0.6,0.71,25,100.0,0.0,0,397.5,313.51,3.14,310.83,434.9,12.54,0.13,12.54,81h 34m 43.20s,84h 0m 0.00s,77h 56m 48.00s,4662.48,-4348.97,-19.7,7.75,0.39,0.39,0.6,1.07,inf,1,0.0,6,3,-617.44,958.02,-1,"""xparam: 79, take_profit: 1.16, stop_loss: 0.95, rsi: 5"""
20,12,8,10000.0,12310.17,0.6,1.02,20,100.0,0.0,0,358.67,2310.17,23.1,560.87,552.53,115.51,1.16,115.51,97h 41m 6.00s,111h 40m 20.00s,76h 42m 15.00s,6730.43,-4420.25,-15.66,65.27,1.49,4.17,2.71,1.35,inf,1,0.0,4,3,-689.52,1786.08,-1,"""xparam: 79, take_profit: 1.16, stop_loss: 0.95, rsi: 6"""
15,8,7,10000.0,10704.21,0.53,1.06,15,100.0,0.0,0,240.88,704.21,7.04,515.08,488.06,46.95,0.47,46.95,129h 16m 8.00s,148h 30m 0.00s,107h 17m 25.71s,4120.64,-3416.43,-19.03,17.88,0.61,0.94,1.06,1.13,inf,1,0.0,3,3,-599.12,946.38,-1,"""xparam: 79, take_profit: 1.16, stop_loss: 0.95, rsi: 7"""
12,6,6,10000.0,9712.83,0.5,0.91,12,100.0,0.0,0,172.9,-287.17,-2.87,458.64,506.5,-23.93,-0.24,-23.93,164h 15m 50.00s,193h 20m 0.00s,135h 11m 40.00s,2751.85,-3039.02,-19.02,-6.8,0.0,-0.36,0.0,1.0,inf,1,72.27,2,3,-530.16,910.74,2,"""xparam: 79, take_profit: 1.16, stop_loss: 0.95, rsi: 9"""
14,7,7,10000.0,10576.87,0.5,1.17,14,100.0,0.0,0,223.55,576.87,5.77,569.15,486.74,41.21,0.41,41.21,144h 47m 17.14s,182h 17m 8.57s,107h 17m 25.71s,3984.06,-3407.18,-19.02,14.52,0.54,0.76,0.92,1.11,inf,1,0.0,2,3,-591.45,1016.34,-1,"""xparam: 79, take_profit: 1.16, stop_loss: 0.95, rsi: 8"""
12,6,6,10000.0,9740.62,0.5,0.91,12,100.0,0.0,0,172.74,-259.38,-2.59,462.86,506.09,-21.61,-0.22,-21.61,148h 25m 20.00s,191h 20m 0.00s,105h 30m 40.00s,2777.16,-3036.54,-19.03,-6.15,0.01,-0.32,0.02,1.0,inf,1,72.47,2,3,-530.16,910.74,2,"""xparam: 79, take_profit: 1.16, stop_loss: 0.95, rsi: 10"""
26,15,11,10000.0,10637.38,0.58,0.85,26,100.0,0.0,0,416.67,637.38,6.37,312.16,367.73,24.51,0.25,24.51,76h 59m 39.23s,84h 0m 0.00s,67h 26m 27.27s,4682.45,-4045.07,-18.26,16.11,0.62,0.88,0.96,1.12,inf,1,0.0,6,3,-497.56,958.02,-1,"""xparam: 79, take_profit: 1.16, stop_loss: 0.96, rsi: 5"""
20,12,8,10000.0,13130.68,0.6,1.22,20,100.0,0.0,0,371.77,3130.68,31.31,574.82,470.9,156.53,1.57,156.53,96h 30m 36.00s,111h 40m 20.00s,73h 46m 0.00s,6897.87,-3767.2,-12.98,93.16,1.93,7.18,3.69,1.49,inf,1,0.0,4,3,-580.33,1806.73,-1,"""xparam: 79, take_profit: 1.16, stop_loss: 0.96, rsi: 6"""
15,7,8,10000.0,10792.7,0.47,1.42,15,100.0,0.0,0,246.01,792.7,7.93,582.39,410.5,52.85,0.53,52.85,134h 16m 48.00s,182h 17m 8.57s,92h 16m 30.00s,4076.74,-3284.04,-16.45,20.25,0.66,1.23,1.17,1.14,inf,1,0.0,2,3,-497.6,1058.57,-1,"""xparam: 79, take_profit: 1.16, stop_loss: 0.96, rsi: 8"""
16,8,8,10000.0,10923.78,0.5,1.28,16,100.0,0.0,0,264.16,923.78,9.24,527.36,411.89,57.74,0.58,57.74,120h 23m 15.00s,148h 30m 0.00s,92h 16m 30.00s,4218.88,-3295.1,-16.45,23.81,0.74,1.45,1.31,1.17,inf,1,0.0,3,3,-502.54,946.38,-1,"""xparam: 79, take_profit: 1.16, stop_loss: 0.96, rsi: 7"""
13,6,7,10000.0,9911.08,0.46,1.13,13,100.0,0.0,0,192.95,-88.92,-0.89,472.8,417.96,-6.84,-0.07,-6.84,150h 0m 50.77s,193h 20m 0.00s,112h 53m 0.00s,2836.79,-2925.71,-16.45,-2.14,0.13,-0.13,0.21,1.03,inf,1,73.89,2,3,-444.51,947.7,2,"""xparam: 79, take_profit: 1.16, stop_loss: 0.96, rsi: 9"""
13,6,7,10000.0,9941.11,0.46,1.14,13,100.0,0.0,0,192.64,-58.89,-0.59,476.73,417.04,-4.53,-0.05,-4.53,136h 9m 41.54s,191h 20m 0.00s,88h 52m 17.14s,2860.38,-2919.27,-16.45,-1.42,0.14,-0.09,0.24,1.03,inf,1,74.1,2,3,-444.51,947.7,2,"""xparam: 79, take_profit: 1.16, stop_loss: 0.96, rsi: 10"""
30,15,15,10000.0,10442.93,0.5,1.1,30,100.0,0.0,0,468.83,442.93,4.43,321.01,291.48,14.76,0.15,14.76,63h 27m 12.00s,82h 24m 0.00s,44h 30m 24.00s,4815.19,-4372.26,-20.6,11.04,0.49,0.54,0.77,1.09,inf,1,0.0,5,5,-369.55,958.02,-1,"""xparam: 79, take_profit: 1.16, stop_loss: 0.97, rsi: 5"""
19,8,11,10000.0,11166.96,0.42,1.82,19,100.0,0.0,0,317.47,1166.96,11.67,594.99,326.63,61.42,0.61,61.42,92h 25m 6.32s,96h 30m 0.00s,89h 27m 0.00s,4759.89,-3592.93,-15.26,30.58,0.89,2.0,1.66,1.21,inf,1,0.0,2,4,-383.32,1004.65,-1,"""xparam: 79, take_profit: 1.16, stop_loss: 0.97, rsi: 7"""
17,7,10,10000.0,11259.16,0.41,1.98,17,100.0,0.0,0,284.26,1259.16,12.59,642.85,324.08,74.07,0.74,74.07,113h 35m 3.53s,138h 17m 8.57s,96h 17m 36.00s,4499.93,-3240.77,-15.26,33.2,0.94,2.18,1.74,1.21,inf,1,0.0,2,4,-386.14,1084.97,-1,"""xparam: 79, take_profit: 1.16, stop_loss: 0.97, rsi: 8"""
23,12,11,10000.0,13140.66,0.52,1.66,23,100.0,0.0,0,416.08,3140.66,31.41,584.16,351.75,136.55,1.37,136.55,80h 11m 36.52s,109h 40m 20.00s,48h 2m 5.45s,7009.88,-3869.22,-11.74,93.52,1.95,7.97,3.8,1.5,inf,1,0.0,3,4,-427.37,1727.58,-1,"""xparam: 79, take_profit: 1.16, stop_loss: 0.97, rsi: 6"""
16,6,10,10000.0,10014.28,0.38,1.67,16,100.0,0.0,0,240.73,14.28,0.14,534.98,319.56,0.89,0.01,0.89,115h 27m 48.75s,142h 0m 0.00s,99h 32m 30.00s,3209.85,-3195.57,-15.26,0.35,0.19,0.02,0.33,1.04,inf,1,74.5,2,4,-345.84,971.46,2,"""xparam: 79, take_profit: 1.16, stop_loss: 0.97, rsi: 9"""
17,5,12,10000.0,9347.35,0.29,1.97,17,100.0,0.0,0,243.38,-652.65,-6.53,603.82,305.98,-38.39,-0.38,-38.39,94h 23m 31.76s,148h 0m 0.00s,72h 3m 20.00s,3019.12,-3671.76,-18.51,-15.05,-0.27,-0.81,-0.45,0.94,-inf,1,69.63,2,6,-332.71,934.5,2,"""xparam: 79, take_profit: 1.16, stop_loss: 0.97, rsi: 10"""
35,16,19,10000.0,10882.34,0.46,1.44,35,100.0,0.0,0,561.73,882.34,8.82,318.63,221.88,25.21,0.25,25.21,51h 13m 54.86s,66h 30m 0.00s,38h 22m 28.42s,5098.0,-4215.66,-17.47,22.68,0.81,1.3,1.29,1.16,inf,1,0.0,5,7,-254.76,958.98,-1,"""xparam: 79, take_profit: 1.16, stop_loss: 0.98, rsi: 5"""
28,12,16,10000.0,13260.29,0.43,2.41,28,100.0,0.0,0,514.61,3260.29,32.6,607.95,252.19,116.44,1.16,116.44,60h 45m 49.29s,80h 20m 20.00s,46h 4m 56.25s,7295.37,-4035.08,-11.96,97.81,2.05,8.18,4.15,1.54,inf,1,0.0,3,6,-289.15,1782.64,-1,"""xparam: 79, take_profit: 1.16, stop_loss: 0.98, rsi: 6"""
24,7,17,10000.0,11662.6,0.29,3.43,24,100.0,0.0,0,412.91,1662.6,16.63,812.9,236.92,69.27,0.69,69.27,66h 41m 7.50s,72h 0m 0.00s,64h 29m 49.41s,5690.29,-4027.7,-11.46,45.03,1.2,3.93,2.33,1.3,inf,1,0.0,2,5,-270.59,1646.05,-1,"""xparam: 79, take_profit: 1.16, stop_loss: 0.98, rsi: 7"""
21,6,15,10000.0,11898.26,0.29,3.84,21,100.0,0.0,0,362.2,1898.26,18.98,906.22,235.94,90.39,0.9,90.39,84h 50m 34.29s,116h 40m 0.00s,72h 6m 48.00s,5437.31,-3539.05,-11.46,52.22,1.33,4.56,2.59,1.33,inf,1,0.0,2,5,-275.71,1652.9,-1,"""xparam: 79, take_profit: 1.16, stop_loss: 0.98, rsi: 8"""
21,5,16,10000.0,10492.57,0.24,3.65,21,100.0,0.0,0,321.34,492.57,4.93,806.0,221.09,23.46,0.23,23.46,70h 54m 45.71s,113h 36m 0.00s,57h 34m 22.50s,4030.02,-3537.45,-13.36,12.32,0.5,0.92,0.94,1.12,inf,1,78.15,2,6,-239.89,1478.37,2,"""xparam: 79, take_profit: 1.16, stop_loss: 0.98, rsi: 10"""
21,5,16,10000.0,10458.48,0.24,3.61,21,100.0,0.0,0,322.26,458.48,4.58,801.45,221.8,21.83,0.22,21.83,80h 18m 28.57s,116h 48m 0.00s,68h 54m 15.00s,4007.23,-3548.74,-13.36,11.44,0.48,0.86,0.87,1.11,inf,1,77.95,2,6,-241.81,1478.37,2,"""xparam: 79, take_profit: 1.16, stop_loss: 0.98, rsi: 9"""
25,15,10,10000.0,10313.51,0.6,0.71,25,100.0,0.0,0,397.5,313.51,3.14,310.83,434.9,12.54,0.13,12.54,81h 34m 43.20s,84h 0m 0.00s,77h 56m 48.00s,4662.48,-4348.97,-19.7,7.75,0.39,0.39,0.6,1.07,inf,1,0.0,6,3,-617.44,958.02,-1,"""xparam: 79, take_profit: 1.18, stop_loss: 0.95, rsi: 5"""
20,12,8,10000.0,11488.69,0.6,0.9,20,100.0,0.0,0,340.84,1488.69,14.89,471.17,520.67,74.43,0.74,74.43,98h 4m 54.00s,112h 20m 0.00s,76h 42m 15.00s,5654.09,-4165.39,-19.02,39.86,1.05,2.1,1.82,1.23,inf,1,0.0,4,3,-643.55,946.38,-1,"""xparam: 79, take_profit: 1.18, stop_loss: 0.95, rsi: 6"""
15,8,7,10000.0,10704.21,0.53,1.06,15,100.0,0.0,0,240.88,704.21,7.04,515.08,488.06,46.95,0.47,46.95,129h 16m 8.00s,148h 30m 0.00s,107h 17m 25.71s,4120.64,-3416.43,-19.03,17.88,0.61,0.94,1.06,1.13,inf,1,0.0,3,3,-599.12,946.38,-1,"""xparam: 79, take_profit: 1.18, stop_loss: 0.95, rsi: 7"""
12,6,6,10000.0,9740.62,0.5,0.91,12,100.0,0.0,0,172.74,-259.38,-2.59,462.86,506.09,-21.61,-0.22,-21.61,148h 25m 20.00s,191h 20m 0.00s,105h 30m 40.00s,2777.16,-3036.54,-19.03,-6.15,0.01,-0.32,0.02,1.0,inf,1,72.47,2,3,-530.16,910.74,2,"""xparam: 79, take_profit: 1.18, stop_loss: 0.95, rsi: 10"""
26,15,11,10000.0,10637.38,0.58,0.85,26,100.0,0.0,0,416.67,637.38,6.37,312.16,367.73,24.51,0.25,24.51,76h 59m 39.23s,84h 0m 0.00s,67h 26m 27.27s,4682.45,-4045.07,-18.26,16.11,0.62,0.88,0.96,1.12,inf,1,0.0,6,3,-497.56,958.02,-1,"""xparam: 79, take_profit: 1.18, stop_loss: 0.96, rsi: 5"""
14,7,7,10000.0,10576.87,0.5,1.17,14,100.0,0.0,0,223.55,576.87,5.77,569.15,486.74,41.21,0.41,41.21,144h 47m 17.14s,182h 17m 8.57s,107h 17m 25.71s,3984.06,-3407.18,-19.02,14.52,0.54,0.76,0.92,1.11,inf,1,0.0,2,3,-591.45,1016.34,-1,"""xparam: 79, take_profit: 1.18, stop_loss: 0.95, rsi: 8"""
16,8,8,10000.0,10923.78,0.5,1.28,16,100.0,0.0,0,264.16,923.78,9.24,527.36,411.89,57.74,0.58,57.74,120h 23m 15.00s,148h 30m 0.00s,92h 16m 30.00s,4218.88,-3295.1,-16.45,23.81,0.74,1.45,1.31,1.17,inf,1,0.0,3,3,-502.54,946.38,-1,"""xparam: 79, take_profit: 1.18, stop_loss: 0.96, rsi: 7"""
12,6,6,10000.0,9712.83,0.5,0.91,12,100.0,0.0,0,172.9,-287.17,-2.87,458.64,506.5,-23.93,-0.24,-23.93,164h 15m 50.00s,193h 20m 0.00s,135h 11m 40.00s,2751.85,-3039.02,-19.02,-6.8,0.0,-0.36,0.0,1.0,inf,1,72.27,2,3,-530.16,910.74,2,"""xparam: 79, take_profit: 1.18, stop_loss: 0.95, rsi: 9"""
20,12,8,10000.0,12252.34,0.6,1.09,20,100.0,0.0,0,352.88,2252.34,22.52,483.18,443.22,112.62,1.13,112.62,96h 54m 24.00s,112h 20m 0.00s,73h 46m 0.00s,5798.14,-3545.79,-16.45,63.4,1.47,3.85,2.66,1.35,inf,1,0.0,4,3,-540.82,946.38,-1,"""xparam: 79, take_profit: 1.18, stop_loss: 0.96, rsi: 6"""
15,7,8,10000.0,10792.7,0.47,1.42,15,100.0,0.0,0,246.01,792.7,7.93,582.39,410.5,52.85,0.53,52.85,134h 16m 48.00s,182h 17m 8.57s,92h 16m 30.00s,4076.74,-3284.04,-16.45,20.25,0.66,1.23,1.17,1.14,inf,1,0.0,2,3,-497.6,1058.57,-1,"""xparam: 79, take_profit: 1.18, stop_loss: 0.96, rsi: 8"""
13,6,7,10000.0,9911.08,0.46,1.13,13,100.0,0.0,0,192.95,-88.92,-0.89,472.8,417.96,-6.84,-0.07,-6.84,150h 0m 50.77s,193h 20m 0.00s,112h 53m 0.00s,2836.79,-2925.71,-16.45,-2.14,0.13,-0.13,0.21,1.03,inf,1,73.89,2,3,-444.51,947.7,2,"""xparam: 79, take_profit: 1.18, stop_loss: 0.96, rsi: 9"""
13,6,7,10000.0,9941.11,0.46,1.14,13,100.0,0.0,0,192.64,-58.89,-0.59,476.73,417.04,-4.53,-0.05,-4.53,136h 9m 41.54s,191h 20m 0.00s,88h 52m 17.14s,2860.38,-2919.27,-16.45,-1.42,0.14,-0.09,0.24,1.03,inf,1,74.1,2,3,-444.51,947.7,2,"""xparam: 79, take_profit: 1.18, stop_loss: 0.96, rsi: 10"""
30,15,15,10000.0,10442.93,0.5,1.1,30,100.0,0.0,0,468.83,442.93,4.43,321.01,291.48,14.76,0.15,14.76,63h 27m 12.00s,82h 24m 0.00s,44h 30m 24.00s,4815.19,-4372.26,-20.6,11.04,0.49,0.54,0.77,1.09,inf,1,0.0,5,5,-369.55,958.02,-1,"""xparam: 79, take_profit: 1.18, stop_loss: 0.97, rsi: 5"""
19,8,11,10000.0,11166.96,0.42,1.82,19,100.0,0.0,0,317.47,1166.96,11.67,594.99,326.63,61.42,0.61,61.42,92h 25m 6.32s,96h 30m 0.00s,89h 27m 0.00s,4759.89,-3592.93,-15.26,30.58,0.89,2.0,1.66,1.21,inf,1,0.0,2,4,-383.32,1004.65,-1,"""xparam: 79, take_profit: 1.18, stop_loss: 0.97, rsi: 7"""
16,6,10,10000.0,10014.28,0.38,1.67,16,100.0,0.0,0,240.73,14.28,0.14,534.98,319.56,0.89,0.01,0.89,115h 27m 48.75s,142h 0m 0.00s,99h 32m 30.00s,3209.85,-3195.57,-15.26,0.35,0.19,0.02,0.33,1.04,inf,1,74.5,2,4,-345.84,971.46,2,"""xparam: 79, take_profit: 1.18, stop_loss: 0.97, rsi: 9"""
17,7,10,10000.0,11259.16,0.41,1.98,17,100.0,0.0,0,284.26,1259.16,12.59,642.85,324.08,74.07,0.74,74.07,113h 35m 3.53s,138h 17m 8.57s,96h 17m 36.00s,4499.93,-3240.77,-15.26,33.2,0.94,2.18,1.74,1.21,inf,1,0.0,2,4,-386.14,1084.97,-1,"""xparam: 79, take_profit: 1.18, stop_loss: 0.97, rsi: 8"""
23,12,11,10000.0,12262.73,0.52,1.48,23,100.0,0.0,0,396.61,2262.73,22.63,495.47,334.81,98.38,0.98,98.38,80h 32m 18.26s,110h 20m 0.00s,48h 2m 5.45s,5945.59,-3682.86,-15.26,63.73,1.48,4.18,2.73,1.35,inf,1,0.0,3,4,-398.32,1026.49,-1,"""xparam: 79, take_profit: 1.18, stop_loss: 0.97, rsi: 6"""
17,5,12,10000.0,9347.35,0.29,1.97,17,100.0,0.0,0,243.38,-652.65,-6.53,603.82,305.98,-38.39,-0.38,-38.39,94h 23m 31.76s,148h 0m 0.00s,72h 3m 20.00s,3019.12,-3671.76,-18.51,-15.05,-0.27,-0.81,-0.45,0.94,-inf,1,69.63,2,6,-332.71,934.5,2,"""xparam: 79, take_profit: 1.18, stop_loss: 0.97, rsi: 10"""
28,12,16,10000.0,12372.01,0.43,2.16,28,100.0,0.0,0,488.48,2372.01,23.72,515.51,238.38,84.71,0.85,84.71,61h 2m 49.29s,81h 0m 0.00s,46h 4m 56.25s,6186.07,-3814.06,-15.47,67.28,1.56,4.35,2.97,1.39,inf,1,0.0,3,6,-269.31,1054.28,-1,"""xparam: 79, take_profit: 1.18, stop_loss: 0.98, rsi: 6"""
21,6,15,10000.0,11162.08,0.29,3.36,21,100.0,0.0,0,345.17,1162.08,11.62,754.26,224.23,55.34,0.55,55.34,85h 13m 25.71s,118h 0m 0.00s,72h 6m 48.00s,4525.57,-3363.49,-13.62,30.44,0.89,2.23,1.64,1.21,inf,1,0.0,2,5,-258.44,1114.47,-1,"""xparam: 79, take_profit: 1.18, stop_loss: 0.98, rsi: 8"""
35,16,19,10000.0,10882.34,0.46,1.44,35,100.0,0.0,0,561.73,882.34,8.82,318.63,221.88,25.21,0.25,25.21,51h 13m 54.86s,66h 30m 0.00s,38h 22m 28.42s,5098.0,-4215.66,-17.47,22.68,0.81,1.3,1.29,1.16,inf,1,0.0,5,7,-254.76,958.98,-1,"""xparam: 79, take_profit: 1.18, stop_loss: 0.98, rsi: 5"""
21,5,16,10000.0,9813.91,0.24,3.02,21,100.0,0.0,0,305.45,-186.09,-1.86,636.48,210.53,-8.86,-0.09,-8.86,80h 41m 20.00s,118h 24m 0.00s,68h 54m 15.00s,3182.42,-3368.51,-15.46,-4.44,0.05,-0.29,0.09,1.01,inf,1,73.08,2,6,-226.45,976.2,2,"""xparam: 79, take_profit: 1.18, stop_loss: 0.98, rsi: 9"""
